Country_1,Country_2,Cooperation_Count,Country_Pair
Argentina,USA,2,"('Argentina', 'USA')"
Spain,Switzerland,9,"('Spain', 'Switzerland')"
Spain,Sweden,3,"('Spain', 'Sweden')"
Susanne,UK,2,"('Susanne', 'UK')"
Scott John,USA,5,"('Scott John', 'USA')"
H. Kristl,Scott John,1,"('H. Kristl', 'Scott John')"
H. Kristl,USA,4,"('H. Kristl', 'USA')"
France,Jean-Marie,3,"('France', 'Jean-Marie')"
Catherine,UK,2,"('Catherine', 'UK')"
Netherlands,Rene,2,"('Netherlands', 'Rene')"
Ibrahim,USA,3,"('Ibrahim', 'USA')"
Belaid,U Arab Emirates,1,"('Belaid', 'U Arab Emirates')"
Belaid,UK,1,"('Belaid', 'UK')"
Claude,Tunisia,1,"('Claude', 'Tunisia')"
Canada,Tunisia,3,"('Canada', 'Tunisia')"
Netherlands,Sebastian,1,"('Netherlands', 'Sebastian')"
Germany,Sebastian,2,"('Germany', 'Sebastian')"
Finland,Lei,1,"('Finland', 'Lei')"
Shaomin,USA,1,"('Shaomin', 'USA')"
Peoples R China,Shaomin,1,"('Peoples R China', 'Shaomin')"
Nick,UK,4,"('Nick', 'UK')"
Amanda,Nick,1,"('Amanda', 'Nick')"
Nick,South Korea,1,"('Nick', 'South Korea')"
Amanda,UK,1,"('Amanda', 'UK')"
Amanda,Australia,2,"('Amanda', 'Australia')"
Amanda,South Korea,1,"('Amanda', 'South Korea')"
Australia,South Korea,8,"('Australia', 'South Korea')"
Taiwan,UK,5,"('Taiwan', 'UK')"
Chia-chen,Chin-ta,1,"('Chia-chen', 'Chin-ta')"
Chia-chen,Taiwan,2,"('Chia-chen', 'Taiwan')"
Chin-ta,Taiwan,2,"('Chin-ta', 'Taiwan')"
Peru,Switzerland,1,"('Peru', 'Switzerland')"
Dan,David,1,"('Dan', 'David')"
Dan,USA,5,"('Dan', 'USA')"
Canada,Kiridaran,3,"('Canada', 'Kiridaran')"
Kiridaran,USA,1,"('Kiridaran', 'USA')"
Margot,USA,3,"('Margot', 'USA')"
Canada,U Arab Emirates,3,"('Canada', 'U Arab Emirates')"
Norway,Spain,3,"('Norway', 'Spain')"
Ariane Berthoin,Germany,1,"('Ariane Berthoin', 'Germany')"
Ariane Berthoin,France,1,"('Ariane Berthoin', 'France')"
France,Germany,32,"('France', 'Germany')"
Italy,Silvana,1,"('Italy', 'Silvana')"
Jacob,USA,2,"('Jacob', 'USA')"
Rafael,Spain,7,"('Rafael', 'Spain')"
Mexico,Rafael,1,"('Mexico', 'Rafael')"
Italy,Norway,10,"('Italy', 'Norway')"
Denmark,Norway,3,"('Denmark', 'Norway')"
Denmark,Italy,14,"('Denmark', 'Italy')"
Isabel,Luis,1,"('Isabel', 'Luis')"
Luis,Spain,3,"('Luis', 'Spain')"
Australia,Wayne,1,"('Australia', 'Wayne')"
Austria,Sweden,2,"('Austria', 'Sweden')"
Switzerland,Timo,1,"('Switzerland', 'Timo')"
Josh,Mark,1,"('Josh', 'Mark')"
Josh,USA,3,"('Josh', 'USA')"
Josh,Loc,1,"('Josh', 'Loc')"
Mark,USA,3,"('Mark', 'USA')"
Loc,Mark,1,"('Loc', 'Mark')"
Loc,USA,3,"('Loc', 'USA')"
Emanuele,Marco,4,"('Emanuele', 'Marco')"
Emanuele,Italy,5,"('Emanuele', 'Italy')"
Emanuele,Emanuele,1,"('Emanuele', 'Emanuele')"
Emanuele,UK,2,"('Emanuele', 'UK')"
Italy,Marco,8,"('Italy', 'Marco')"
Marco,Marco,1,"('Marco', 'Marco')"
Marco,UK,2,"('Marco', 'UK')"
Sebnem,USA,3,"('Sebnem', 'USA')"
Mark,Taiwan,2,"('Mark', 'Taiwan')"
Peoples R China,South Korea,37,"('Peoples R China', 'South Korea')"
Ron,USA,2,"('Ron', 'USA')"
Cynthia,Michael,1,"('Cynthia', 'Michael')"
Cynthia,USA,5,"('Cynthia', 'USA')"
Michael,USA,3,"('Michael', 'USA')"
Brent,Canada,1,"('Brent', 'Canada')"
Brent,USA,1,"('Brent', 'USA')"
David,Netherlands,7,"('David', 'Netherlands')"
David,UK,13,"('David', 'UK')"
Canada,Clodia,1,"('Canada', 'Clodia')"
Canada,Italy,15,"('Canada', 'Italy')"
Ans,Willemijn,1,"('Ans', 'Willemijn')"
Ans,Netherlands,3,"('Ans', 'Netherlands')"
Netherlands,Willemijn,2,"('Netherlands', 'Willemijn')"
Greece,UK,14,"('Greece', 'UK')"
Denmark,UK,26,"('Denmark', 'UK')"
Netherlands,Verena,2,"('Netherlands', 'Verena')"
Canada,Tessa,2,"('Canada', 'Tessa')"
Belgium,France,40,"('Belgium', 'France')"
Canada,Darryl,4,"('Canada', 'Darryl')"
France,Jerome,1,"('France', 'Jerome')"
Lebanon,USA,12,"('Lebanon', 'USA')"
Peoples R China,Ran,2,"('Peoples R China', 'Ran')"
Ran,USA,1,"('Ran', 'USA')"
Colombia,UK,3,"('Colombia', 'UK')"
Colombia,France,7,"('Colombia', 'France')"
Chechen,Hong-Nan,1,"('Chechen', 'Hong-Nan')"
Chechen,Taiwan,1,"('Chechen', 'Taiwan')"
Hong-Nan,Taiwan,1,"('Hong-Nan', 'Taiwan')"
Brazil,Canada,21,"('Brazil', 'Canada')"
Canada,Marcio de Oliveira,1,"('Canada', 'Marcio de Oliveira')"
Marcio de Oliveira,USA,1,"('Marcio de Oliveira', 'USA')"
Brazil,Marcio de Oliveira,1,"('Brazil', 'Marcio de Oliveira')"
Chile,Chile,1,"('Chile', 'Chile')"
Netherlands,Robert,1,"('Netherlands', 'Robert')"
Pallab,USA,1,"('Pallab', 'USA')"
Finland,Maria,1,"('Finland', 'Maria')"
Scott John,Spain,1,"('Scott John', 'Spain')"
E. Holly,USA,4,"('E. Holly', 'USA')"
Alison,Carl,1,"('Alison', 'Carl')"
Australia,Carl,1,"('Australia', 'Carl')"
Alison,Australia,1,"('Alison', 'Australia')"
Hsing-Chau,Taiwan,1,"('Hsing-Chau', 'Taiwan')"
Hsing-Chau,USA,2,"('Hsing-Chau', 'USA')"
Christian,Matthes,1,"('Christian', 'Matthes')"
Christian,Switzerland,3,"('Christian', 'Switzerland')"
Matthes,Switzerland,1,"('Matthes', 'Switzerland')"
Sviatoslav,USA,1,"('Sviatoslav', 'USA')"
Paul,Spain,1,"('Paul', 'Spain')"
Paul,USA,2,"('Paul', 'USA')"
Catherine,Gordon,1,"('Catherine', 'Gordon')"
Gordon,UK,1,"('Gordon', 'UK')"
K. Gregory,USA,2,"('K. Gregory', 'USA')"
Canada,David,5,"('Canada', 'David')"
Canada,M. Sandy,1,"('Canada', 'M. Sandy')"
M. Sandy,UK,1,"('M. Sandy', 'UK')"
Lebanon,Yusuf Munir,1,"('Lebanon', 'Yusuf Munir')"
Leigh Plunkett,Matthew,1,"('Leigh Plunkett', 'Matthew')"
Matthew,USA,6,"('Matthew', 'USA')"
Leigh Plunkett,USA,1,"('Leigh Plunkett', 'USA')"
Israel,Ziva,1,"('Israel', 'Ziva')"
Hsiang-Lin,Taiwan,2,"('Hsiang-Lin', 'Taiwan')"
Sweden,Switzerland,4,"('Sweden', 'Switzerland')"
New Zealand,Switzerland,2,"('New Zealand', 'Switzerland')"
Finland,Switzerland,2,"('Finland', 'Switzerland')"
New Zealand,Sweden,1,"('New Zealand', 'Sweden')"
Finland,Sweden,3,"('Finland', 'Sweden')"
Canada,Sweden,7,"('Canada', 'Sweden')"
Finland,New Zealand,3,"('Finland', 'New Zealand')"
Canada,Finland,6,"('Canada', 'Finland')"
Louise,Tamsin,1,"('Louise', 'Tamsin')"
Australia,Tamsin,1,"('Australia', 'Tamsin')"
Australia,Louise,2,"('Australia', 'Louise')"
Canada,Real,6,"('Canada', 'Real')"
Real,Tunisia,1,"('Real', 'Tunisia')"
Greece,USA,8,"('Greece', 'USA')"
Jeroimo,USA,1,"('Jeroimo', 'USA')"
Jeroimo,Spain,1,"('Jeroimo', 'Spain')"
Alan,UK,3,"('Alan', 'UK')"
Australia,Ian,1,"('Australia', 'Ian')"
Jigao,Ran,1,"('Jigao', 'Ran')"
Heng,Ran,1,"('Heng', 'Ran')"
Heng,Jigao,1,"('Heng', 'Jigao')"
Jigao,Peoples R China,1,"('Jigao', 'Peoples R China')"
Heng,Peoples R China,1,"('Heng', 'Peoples R China')"
Armenio,Portugal,18,"('Armenio', 'Portugal')"
Armenio,Susana,1,"('Armenio', 'Susana')"
Portugal,Susana,3,"('Portugal', 'Susana')"
Italy,Spain,21,"('Italy', 'Spain')"
Germany,Ingo,2,"('Germany', 'Ingo')"
New Zealand,USA,56,"('New Zealand', 'USA')"
Klemens,Thomas Boysen,1,"('Klemens', 'Thomas Boysen')"
Denmark,Thomas Boysen,1,"('Denmark', 'Thomas Boysen')"
Denmark,Klemens,1,"('Denmark', 'Klemens')"
Monle,USA,2,"('Monle', 'USA')"
France,Petya,1,"('France', 'Petya')"
Australia,Petya,1,"('Australia', 'Petya')"
Australia,France,19,"('Australia', 'France')"
Jerry,USA,4,"('Jerry', 'USA')"
Canada,Denmark,8,"('Canada', 'Denmark')"
Juana,Spain,1,"('Juana', 'Spain')"
Serbia,Serbia,1,"('Serbia', 'Serbia')"
Cheng-Li,Taiwan,2,"('Cheng-Li', 'Taiwan')"
Finland,Oana,1,"('Finland', 'Oana')"
Finland,Salme,1,"('Finland', 'Salme')"
Switzerland,Sybille,6,"('Switzerland', 'Sybille')"
Finland,Johanna,7,"('Finland', 'Johanna')"
Ireland,Karan,1,"('Ireland', 'Karan')"
Canada,Karan,1,"('Canada', 'Karan')"
Canada,Ireland,2,"('Canada', 'Ireland')"
Anna,USA,2,"('Anna', 'USA')"
Australia,Mario,2,"('Australia', 'Mario')"
Canada,Frances,2,"('Canada', 'Frances')"
Ofelia,USA,6,"('Ofelia', 'USA')"
Luuk,Netherlands,1,"('Luuk', 'Netherlands')"
Nicholas,Stewart,1,"('Nicholas', 'Stewart')"
Australia,Nicholas,1,"('Australia', 'Nicholas')"
Jeroen,Jeroen,4,"('Jeroen', 'Jeroen')"
Hans,Jeroen,2,"('Hans', 'Jeroen')"
Belgium,Jeroen,20,"('Belgium', 'Jeroen')"
Elfi,Jeroen,4,"('Elfi', 'Jeroen')"
Belgium,Hans,2,"('Belgium', 'Hans')"
Elfi,Hans,1,"('Elfi', 'Hans')"
Belgium,Elfi,5,"('Belgium', 'Elfi')"
David,Niek,1,"('David', 'Niek')"
Netherlands,Niek,1,"('Netherlands', 'Niek')"
Niek,UK,1,"('Niek', 'UK')"
Netherlands,Steffen,1,"('Netherlands', 'Steffen')"
Canada,France,66,"('Canada', 'France')"
Canada,Japan,5,"('Canada', 'Japan')"
Australia,Japan,8,"('Australia', 'Japan')"
Japan,Netherlands,2,"('Japan', 'Netherlands')"
Chris,UK,3,"('Chris', 'UK')"
Italy,Stefano,5,"('Italy', 'Stefano')"
Cedric,USA,2,"('Cedric', 'USA')"
Cedric,Peoples R China,2,"('Cedric', 'Peoples R China')"
Cedric,France,2,"('Cedric', 'France')"
UK,Wenxuan,1,"('UK', 'Wenxuan')"
Diana,Switzerland,1,"('Diana', 'Switzerland')"
Chi-Shiun,Taiwan,3,"('Chi-Shiun', 'Taiwan')"
Shiu-Wan,Taiwan,1,"('Shiu-Wan', 'Taiwan')"
Moonkyu,South Korea,3,"('Moonkyu', 'South Korea')"
India,Supriti,1,"('India', 'Supriti')"
Canada,Matthew,1,"('Canada', 'Matthew')"
Enrique,France,1,"('Enrique', 'France')"
Enrique,Peru,1,"('Enrique', 'Peru')"
Peru,Spain,2,"('Peru', 'Spain')"
France,Peru,1,"('France', 'Peru')"
India,Niranjan,2,"('India', 'Niranjan')"
Australia,Lindi Renier,2,"('Australia', 'Lindi Renier')"
Joan,USA,1,"('Joan', 'USA')"
Hugo,USA,1,"('Hugo', 'USA')"
Australia,Theodora,1,"('Australia', 'Theodora')"
Arne,Norway,2,"('Arne', 'Norway')"
Caroline,Tony,1,"('Caroline', 'Tony')"
Sweden,Tony,1,"('Sweden', 'Tony')"
Caroline,Sweden,1,"('Caroline', 'Sweden')"
USA,Vietnam,26,"('USA', 'Vietnam')"
Bouchra,Kais,1,"('Bouchra', 'Kais')"
Kais,Marie-France,1,"('Kais', 'Marie-France')"
Canada,Kais,1,"('Canada', 'Kais')"
Bouchra,Marie-France,1,"('Bouchra', 'Marie-France')"
Bouchra,Canada,1,"('Bouchra', 'Canada')"
Canada,Marie-France,1,"('Canada', 'Marie-France')"
Katia,Sandro,1,"('Katia', 'Sandro')"
Italy,Sandro,1,"('Italy', 'Sandro')"
Italy,Katia,1,"('Italy', 'Katia')"
James,UK,2,"('James', 'UK')"
Stephen,USA,2,"('Stephen', 'USA')"
Belgium,Tine,4,"('Belgium', 'Tine')"
Finland,Pertti,2,"('Finland', 'Pertti')"
Arne,Harald,1,"('Arne', 'Harald')"
Harald,Norway,3,"('Harald', 'Norway')"
Jose-Manuel,Spain,1,"('Jose-Manuel', 'Spain')"
Germany,Sweden,4,"('Germany', 'Sweden')"
Jernej,Mojca,1,"('Jernej', 'Mojca')"
Mojca,Slovenia,1,"('Mojca', 'Slovenia')"
Jernej,Slovenia,1,"('Jernej', 'Slovenia')"
Cheryl,USA,1,"('Cheryl', 'USA')"
Karen,USA,3,"('Karen', 'USA')"
Russell,USA,1,"('Russell', 'USA')"
Hsien Chun,USA,1,"('Hsien Chun', 'USA')"
USA,Ying-Tzu,1,"('USA', 'Ying-Tzu')"
I-Heng,USA,1,"('I-Heng', 'USA')"
Amber Y-P,USA,1,"('Amber Y-P', 'USA')"
Hsien Chun,Ying-Tzu,1,"('Hsien Chun', 'Ying-Tzu')"
Hsien Chun,I-Heng,1,"('Hsien Chun', 'I-Heng')"
Amber Y-P,Hsien Chun,1,"('Amber Y-P', 'Hsien Chun')"
Hsien Chun,Taiwan,1,"('Hsien Chun', 'Taiwan')"
I-Heng,Ying-Tzu,1,"('I-Heng', 'Ying-Tzu')"
Amber Y-P,Ying-Tzu,1,"('Amber Y-P', 'Ying-Tzu')"
Taiwan,Ying-Tzu,1,"('Taiwan', 'Ying-Tzu')"
Amber Y-P,I-Heng,1,"('Amber Y-P', 'I-Heng')"
I-Heng,Taiwan,1,"('I-Heng', 'Taiwan')"
Amber Y-P,Taiwan,1,"('Amber Y-P', 'Taiwan')"
France,Patrice,1,"('France', 'Patrice')"
Rachel,South Africa,2,"('Rachel', 'South Africa')"
Pam Scholder,USA,2,"('Pam Scholder', 'USA')"
Germany,Michael,2,"('Germany', 'Michael')"
Chieh-Yu,Taiwan,1,"('Chieh-Yu', 'Taiwan')"
Felix,Matthias,1,"('Felix', 'Matthias')"
Germany,Matthias,3,"('Germany', 'Matthias')"
Matthias,USA,1,"('Matthias', 'USA')"
Felix,Germany,2,"('Felix', 'Germany')"
Felix,USA,1,"('Felix', 'USA')"
Belgium,Canada,19,"('Belgium', 'Canada')"
Australia,Malaysia,22,"('Australia', 'Malaysia')"
Chellie,Ljiljana,1,"('Chellie', 'Ljiljana')"
Chellie,Manuka,1,"('Chellie', 'Manuka')"
Chellie,New Zealand,3,"('Chellie', 'New Zealand')"
Ljiljana,Manuka,1,"('Ljiljana', 'Manuka')"
Ljiljana,New Zealand,1,"('Ljiljana', 'New Zealand')"
Manuka,New Zealand,1,"('Manuka', 'New Zealand')"
Throstur Olaf,Vlad,2,"('Throstur Olaf', 'Vlad')"
Iceland,Vlad,2,"('Iceland', 'Vlad')"
Iceland,Throstur Olaf,3,"('Iceland', 'Throstur Olaf')"
Daniel,France,1,"('Daniel', 'France')"
Daniel,Netherlands,2,"('Daniel', 'Netherlands')"
John Michael,Jordan,1,"('John Michael', 'Jordan')"
John Michael,USA,1,"('John Michael', 'USA')"
Belgium,Yves,2,"('Belgium', 'Yves')"
Jose-Luis,Roberto,2,"('Jose-Luis', 'Roberto')"
Jose-Luis,Spain,2,"('Jose-Luis', 'Spain')"
Roberto,Spain,2,"('Roberto', 'Spain')"
Jeffery,Nick,1,"('Jeffery', 'Nick')"
Jeffery,UK,1,"('Jeffery', 'UK')"
Gregorio,Miriam,1,"('Gregorio', 'Miriam')"
Gregorio,Pedro,1,"('Gregorio', 'Pedro')"
Gregorio,Spain,1,"('Gregorio', 'Spain')"
Miriam,Pedro,1,"('Miriam', 'Pedro')"
Miriam,Spain,1,"('Miriam', 'Spain')"
Pedro,Spain,1,"('Pedro', 'Spain')"
France,Sandrine,4,"('France', 'Sandrine')"
Ros,UK,2,"('Ros', 'UK')"
Karl,New Zealand,1,"('Karl', 'New Zealand')"
Australia,Max,1,"('Australia', 'Max')"
Anis,U Arab Emirates,1,"('Anis', 'U Arab Emirates')"
Anis,UK,1,"('Anis', 'UK')"
Cameroon,Canada,1,"('Cameroon', 'Canada')"
Cameroon,Tunisia,1,"('Cameroon', 'Tunisia')"
Canada,Jerry,2,"('Canada', 'Jerry')"
K. Kathy,USA,1,"('K. Kathy', 'USA')"
Leire,UK,1,"('Leire', 'UK')"
Leire,Spain,3,"('Leire', 'Spain')"
S. Prakash,USA,9,"('S. Prakash', 'USA')"
H. Jack,S. Prakash,2,"('H. Jack', 'S. Prakash')"
H. Jack,USA,5,"('H. Jack', 'USA')"
Andranik,Maria,1,"('Andranik', 'Maria')"
Andranik,Germany,1,"('Andranik', 'Germany')"
Germany,Maria,2,"('Germany', 'Maria')"
G. Tyge,USA,8,"('G. Tyge', 'USA')"
Canada,Pramodita,2,"('Canada', 'Pramodita')"
Pramodita,USA,3,"('Pramodita', 'USA')"
Japan,Peoples R China,6,"('Japan', 'Peoples R China')"
Alvaro,Chile,1,"('Alvaro', 'Chile')"
Denmark,Spain,12,"('Denmark', 'Spain')"
Carmen,Pablo,1,"('Carmen', 'Pablo')"
Carmen,Spain,3,"('Carmen', 'Spain')"
Gro Ellen,Norway,3,"('Gro Ellen', 'Norway')"
Ding-Yu,Taiwan,2,"('Ding-Yu', 'Taiwan')"
Andre,Germany,1,"('Andre', 'Germany')"
Andre,USA,3,"('Andre', 'USA')"
Andre,Italy,1,"('Andre', 'Italy')"
Germany,Italy,12,"('Germany', 'Italy')"
Mijntje,Netherlands,1,"('Mijntje', 'Netherlands')"
Caroline,UK,5,"('Caroline', 'UK')"
U Arab Emirates,Virginia,3,"('U Arab Emirates', 'Virginia')"
Olubunmi,USA,1,"('Olubunmi', 'USA')"
Canada,Wenlong,2,"('Canada', 'Wenlong')"
Belgium,Wenlong,1,"('Belgium', 'Wenlong')"
Deanna,USA,1,"('Deanna', 'USA')"
Deanna,Nora,1,"('Deanna', 'Nora')"
Australia,Deanna,2,"('Australia', 'Deanna')"
Nora,USA,1,"('Nora', 'USA')"
Australia,Nora,2,"('Australia', 'Nora')"
Megan,USA,4,"('Megan', 'USA')"
Heidi von Weltzien,Norway,1,"('Heidi von Weltzien', 'Norway')"
Rui,Zhilong,1,"('Rui', 'Zhilong')"
Peoples R China,Rui,5,"('Peoples R China', 'Rui')"
Mari,Taru,3,"('Mari', 'Taru')"
Finland,Mari,9,"('Finland', 'Mari')"
Finland,Taru,5,"('Finland', 'Taru')"
Australia,Kathryn,2,"('Australia', 'Kathryn')"
Sweden,USA,16,"('Sweden', 'USA')"
Ho-Kong,Peoples R China,2,"('Ho-Kong', 'Peoples R China')"
James,USA,18,"('James', 'USA')"
Israel,Peoples R China,9,"('Israel', 'Peoples R China')"
Israel,South Korea,3,"('Israel', 'South Korea')"
Netherlands,Spain,12,"('Netherlands', 'Spain')"
Ireland,Switzerland,1,"('Ireland', 'Switzerland')"
Ireland,Spain,7,"('Ireland', 'Spain')"
Dong-Jin,South Korea,1,"('Dong-Jin', 'South Korea')"
Dong-Jin,USA,1,"('Dong-Jin', 'USA')"
Haina,USA,2,"('Haina', 'USA')"
Haina,New Zealand,1,"('Haina', 'New Zealand')"
Canada,Michael,2,"('Canada', 'Michael')"
Chris,Lori,1,"('Chris', 'Lori')"
Chris,Robert,1,"('Chris', 'Robert')"
Lori,Robert,1,"('Lori', 'Robert')"
Lori,UK,1,"('Lori', 'UK')"
Robert,UK,2,"('Robert', 'UK')"
Florence,France,3,"('Florence', 'France')"
Kleio,UK,1,"('Kleio', 'UK')"
Dimitrios,Kleio,1,"('Dimitrios', 'Kleio')"
Greece,Kleio,1,"('Greece', 'Kleio')"
Kleio,Shenjiang,1,"('Kleio', 'Shenjiang')"
Kleio,Peoples R China,1,"('Kleio', 'Peoples R China')"
Dimitrios,UK,1,"('Dimitrios', 'UK')"
Shenjiang,UK,2,"('Shenjiang', 'UK')"
Dimitrios,Greece,1,"('Dimitrios', 'Greece')"
Dimitrios,Shenjiang,1,"('Dimitrios', 'Shenjiang')"
Dimitrios,Peoples R China,1,"('Dimitrios', 'Peoples R China')"
Greece,Shenjiang,1,"('Greece', 'Shenjiang')"
Greece,Peoples R China,1,"('Greece', 'Peoples R China')"
Peoples R China,Shenjiang,7,"('Peoples R China', 'Shenjiang')"
Canada,Sefa,1,"('Canada', 'Sefa')"
Sefa,USA,3,"('Sefa', 'USA')"
Germany,Turkey,3,"('Germany', 'Turkey')"
Italy,Mariateresa,1,"('Italy', 'Mariateresa')"
Mariateresa,Norway,2,"('Mariateresa', 'Norway')"
Netherlands,Slovenia,5,"('Netherlands', 'Slovenia')"
Ireland,Slovenia,2,"('Ireland', 'Slovenia')"
Cam,Ryan,1,"('Cam', 'Ryan')"
Cam,USA,5,"('Cam', 'USA')"
Ryan,USA,5,"('Ryan', 'USA')"
Australia,Lebanon,5,"('Australia', 'Lebanon')"
Federica,USA,1,"('Federica', 'USA')"
Federica,Ireland,2,"('Federica', 'Ireland')"
John,New Zealand,1,"('John', 'New Zealand')"
Maria,Sweden,1,"('Maria', 'Sweden')"
Francisco,Spain,3,"('Francisco', 'Spain')"
Juan,Spain,7,"('Juan', 'Spain')"
Slovenia,UK,21,"('Slovenia', 'UK')"
Denmark,Slovenia,7,"('Denmark', 'Slovenia')"
Slovenia,Slovenia,3,"('Slovenia', 'Slovenia')"
Canada,Singapore,22,"('Canada', 'Singapore')"
Amal,Pakistan,1,"('Amal', 'Pakistan')"
Chun-Hsi Vivian,Taiwan,1,"('Chun-Hsi Vivian', 'Taiwan')"
Chun-Hsi Vivian,Indonesia,1,"('Chun-Hsi Vivian', 'Indonesia')"
Peoples R China,Yaping,4,"('Peoples R China', 'Yaping')"
Estonia,USA,20,"('Estonia', 'USA')"
Slovenia,USA,36,"('Slovenia', 'USA')"
Colombia,USA,21,"('Colombia', 'USA')"
Pakistan,USA,20,"('Pakistan', 'USA')"
Lithuania,USA,18,"('Lithuania', 'USA')"
Paulina Man Kei,USA,10,"('Paulina Man Kei', 'USA')"
Canada,Estonia,7,"('Canada', 'Estonia')"
Canada,Taiwan,12,"('Canada', 'Taiwan')"
Canada,Slovenia,9,"('Canada', 'Slovenia')"
Austria,Canada,7,"('Austria', 'Canada')"
Canada,Colombia,7,"('Canada', 'Colombia')"
Canada,Pakistan,19,"('Canada', 'Pakistan')"
Canada,Lithuania,7,"('Canada', 'Lithuania')"
Canada,Vietnam,7,"('Canada', 'Vietnam')"
Canada,Portugal,22,"('Canada', 'Portugal')"
Canada,South Korea,19,"('Canada', 'South Korea')"
Canada,Malaysia,9,"('Canada', 'Malaysia')"
Canada,Croatia,7,"('Canada', 'Croatia')"
Canada,Paulina Man Kei,3,"('Canada', 'Paulina Man Kei')"
France,Israel,5,"('France', 'Israel')"
Estonia,France,4,"('Estonia', 'France')"
France,Slovenia,11,"('France', 'Slovenia')"
France,New Zealand,11,"('France', 'New Zealand')"
Austria,France,5,"('Austria', 'France')"
France,Pakistan,12,"('France', 'Pakistan')"
France,Lithuania,2,"('France', 'Lithuania')"
France,Vietnam,4,"('France', 'Vietnam')"
France,Italy,19,"('France', 'Italy')"
France,Mexico,8,"('France', 'Mexico')"
France,Portugal,14,"('France', 'Portugal')"
France,South Korea,5,"('France', 'South Korea')"
France,Malaysia,7,"('France', 'Malaysia')"
Croatia,France,2,"('Croatia', 'France')"
Finland,France,10,"('Finland', 'France')"
Denmark,France,13,"('Denmark', 'France')"
Brazil,France,9,"('Brazil', 'France')"
France,Paulina Man Kei,1,"('France', 'Paulina Man Kei')"
France,Singapore,6,"('France', 'Singapore')"
Israel,Netherlands,3,"('Israel', 'Netherlands')"
Estonia,Netherlands,3,"('Estonia', 'Netherlands')"
Netherlands,Taiwan,3,"('Netherlands', 'Taiwan')"
Netherlands,New Zealand,6,"('Netherlands', 'New Zealand')"
Austria,Netherlands,6,"('Austria', 'Netherlands')"
Colombia,Netherlands,3,"('Colombia', 'Netherlands')"
Netherlands,Pakistan,4,"('Netherlands', 'Pakistan')"
Lithuania,Netherlands,3,"('Lithuania', 'Netherlands')"
Netherlands,Vietnam,4,"('Netherlands', 'Vietnam')"
Mexico,Netherlands,3,"('Mexico', 'Netherlands')"
Netherlands,Portugal,6,"('Netherlands', 'Portugal')"
Netherlands,South Korea,3,"('Netherlands', 'South Korea')"
Malaysia,Netherlands,3,"('Malaysia', 'Netherlands')"
Croatia,Netherlands,3,"('Croatia', 'Netherlands')"
Denmark,Netherlands,16,"('Denmark', 'Netherlands')"
Brazil,Netherlands,8,"('Brazil', 'Netherlands')"
Netherlands,Paulina Man Kei,2,"('Netherlands', 'Paulina Man Kei')"
Netherlands,Singapore,9,"('Netherlands', 'Singapore')"
Estonia,Israel,2,"('Estonia', 'Israel')"
Germany,Israel,1,"('Germany', 'Israel')"
Israel,Spain,3,"('Israel', 'Spain')"
Israel,Taiwan,2,"('Israel', 'Taiwan')"
Israel,Slovenia,2,"('Israel', 'Slovenia')"
Israel,New Zealand,2,"('Israel', 'New Zealand')"
Austria,Israel,2,"('Austria', 'Israel')"
Colombia,Israel,2,"('Colombia', 'Israel')"
Israel,Pakistan,2,"('Israel', 'Pakistan')"
Australia,Israel,7,"('Australia', 'Israel')"
Israel,Lithuania,2,"('Israel', 'Lithuania')"
Israel,Vietnam,2,"('Israel', 'Vietnam')"
Israel,Italy,2,"('Israel', 'Italy')"
Israel,Mexico,2,"('Israel', 'Mexico')"
Israel,Portugal,3,"('Israel', 'Portugal')"
Israel,Malaysia,2,"('Israel', 'Malaysia')"
Croatia,Israel,2,"('Croatia', 'Israel')"
Finland,Israel,1,"('Finland', 'Israel')"
Brazil,Israel,4,"('Brazil', 'Israel')"
Israel,Paulina Man Kei,1,"('Israel', 'Paulina Man Kei')"
Israel,Singapore,4,"('Israel', 'Singapore')"
Estonia,Germany,1,"('Estonia', 'Germany')"
Estonia,Spain,2,"('Estonia', 'Spain')"
Estonia,Taiwan,2,"('Estonia', 'Taiwan')"
Estonia,Slovenia,2,"('Estonia', 'Slovenia')"
Estonia,New Zealand,2,"('Estonia', 'New Zealand')"
Austria,Estonia,2,"('Austria', 'Estonia')"
Colombia,Estonia,2,"('Colombia', 'Estonia')"
Estonia,Pakistan,2,"('Estonia', 'Pakistan')"
Australia,Estonia,7,"('Australia', 'Estonia')"
Estonia,Lithuania,2,"('Estonia', 'Lithuania')"
Estonia,Vietnam,2,"('Estonia', 'Vietnam')"
Estonia,Italy,2,"('Estonia', 'Italy')"
Estonia,Mexico,2,"('Estonia', 'Mexico')"
Estonia,Portugal,3,"('Estonia', 'Portugal')"
Estonia,South Korea,2,"('Estonia', 'South Korea')"
Estonia,Malaysia,2,"('Estonia', 'Malaysia')"
Croatia,Estonia,2,"('Croatia', 'Estonia')"
Estonia,Peoples R China,8,"('Estonia', 'Peoples R China')"
Estonia,Finland,1,"('Estonia', 'Finland')"
Denmark,Estonia,1,"('Denmark', 'Estonia')"
Brazil,Estonia,4,"('Brazil', 'Estonia')"
Estonia,Paulina Man Kei,1,"('Estonia', 'Paulina Man Kei')"
Estonia,Singapore,4,"('Estonia', 'Singapore')"
Germany,Spain,15,"('Germany', 'Spain')"
