Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij
Gyeonghwan,USA,1,"('Gyeonghwan', 'USA')",1,6439,0.000155304
Deqiu,USA,2,"('Deqiu', 'USA')",1,6439,0.000621214
Fuxiu,USA,2,"('Fuxiu', 'USA')",1,6439,0.000621214
Anthony,USA,3,"('Anthony', 'USA')",3,6439,0.000465911
Cass,USA,1,"('Cass', 'USA')",1,6439,0.000155304
Tinghua,USA,2,"('Tinghua', 'USA')",1,6439,0.000621214
Kim Bartel,USA,1,"('Kim Bartel', 'USA')",1,6439,0.000155304
Benedetto Lorenzo,USA,1,"('Benedetto Lorenzo', 'USA')",1,6439,0.000155304
Thomas,USA,2,"('Thomas', 'USA')",9,6439,6.90E-05
Qatar,USA,2,"('Qatar', 'USA')",5,6439,0.000124243
Dov,USA,1,"('Dov', 'USA')",1,6439,0.000155304
Kristine Velasquez,USA,1,"('Kristine Velasquez', 'USA')",2,6439,7.77E-05
Niko,USA,1,"('Niko', 'USA')",1,6439,0.000155304
Renata,USA,1,"('Renata', 'USA')",1,6439,0.000155304
Jana,USA,1,"('Jana', 'USA')",1,6439,0.000155304
Sun Young,USA,2,"('Sun Young', 'USA')",1,6439,0.000621214
Michelle Xue,USA,2,"('Michelle Xue', 'USA')",1,6439,0.000621214
Kim,USA,1,"('Kim', 'USA')",2,6439,7.77E-05
Andreas,USA,1,"('Andreas', 'USA')",7,6439,2.22E-05
Mirjam,USA,2,"('Mirjam', 'USA')",1,6439,0.000621214
Junsheng,USA,1,"('Junsheng', 'USA')",1,6439,0.000155304
Joy,USA,3,"('Joy', 'USA')",1,6439,0.001397733
Noman,USA,1,"('Noman', 'USA')",1,6439,0.000155304
Lixuan,USA,1,"('Lixuan', 'USA')",1,6439,0.000155304
Dalia,USA,2,"('Dalia', 'USA')",1,6439,0.000621214
Livia,USA,3,"('Livia', 'USA')",1,6439,0.001397733
Heedong,USA,2,"('Heedong', 'USA')",1,6439,0.000621214
Jiemiao,USA,1,"('Jiemiao', 'USA')",1,6439,0.000155304
Ignacio,USA,1,"('Ignacio', 'USA')",1,6439,0.000155304
Sunyu,USA,1,"('Sunyu', 'USA')",1,6439,0.000155304
Achim,USA,1,"('Achim', 'USA')",1,6439,0.000155304
Sebastian,USA,3,"('Sebastian', 'USA')",3,6439,0.000465911
Renaud,USA,2,"('Renaud', 'USA')",1,6439,0.000621214
Ishrat,USA,1,"('Ishrat', 'USA')",1,6439,0.000155304
Ghana,USA,1,"('Ghana', 'USA')",5,6439,3.11E-05
Tanja,USA,1,"('Tanja', 'USA')",2,6439,7.77E-05
Oliver,USA,1,"('Oliver', 'USA')",1,6439,0.000155304
Ivy,USA,2,"('Ivy', 'USA')",1,6439,0.000621214
Lulamile,USA,1,"('Lulamile', 'USA')",1,6439,0.000155304
Gina,USA,1,"('Gina', 'USA')",1,6439,0.000155304
Errol,USA,2,"('Errol', 'USA')",2,6439,0.000310607
Late,USA,1,"('Late', 'USA')",1,6439,0.000155304
Jihyeon,USA,1,"('Jihyeon', 'USA')",1,6439,0.000155304
Travis,USA,1,"('Travis', 'USA')",1,6439,0.000155304
Susana,USA,1,"('Susana', 'USA')",2,6439,7.77E-05
Navneet,USA,2,"('Navneet', 'USA')",1,6439,0.000621214
Quentin,USA,1,"('Quentin', 'USA')",1,6439,0.000155304
Leo,USA,1,"('Leo', 'USA')",1,6439,0.000155304
Adi,USA,2,"('Adi', 'USA')",1,6439,0.000621214
Charalampos,USA,1,"('Charalampos', 'USA')",1,6439,0.000155304
Haozhi,USA,1,"('Haozhi', 'USA')",1,6439,0.000155304
O. Dorian,USA,2,"('O. Dorian', 'USA')",1,6439,0.000621214
Matias,USA,1,"('Matias', 'USA')",1,6439,0.000155304
Jianhong,USA,1,"('Jianhong', 'USA')",2,6439,7.77E-05
Kallol,USA,2,"('Kallol', 'USA')",1,6439,0.000621214
Heungsik,USA,1,"('Heungsik', 'USA')",1,6439,0.000155304
Bangladesh,USA,1,"('Bangladesh', 'USA')",3,6439,5.18E-05
Jing,USA,1,"('Jing', 'USA')",2,6439,7.77E-05
Shuang,USA,1,"('Shuang', 'USA')",1,6439,0.000155304
Gerson Francis,USA,1,"('Gerson Francis', 'USA')",1,6439,0.000155304
Maira,USA,1,"('Maira', 'USA')",1,6439,0.000155304
Guangyong,USA,1,"('Guangyong', 'USA')",1,6439,0.000155304
Pascale,USA,1,"('Pascale', 'USA')",1,6439,0.000155304
Tolga,USA,1,"('Tolga', 'USA')",1,6439,0.000155304
Abdullah,USA,2,"('Abdullah', 'USA')",1,6439,0.000621214
Kareen,USA,1,"('Kareen', 'USA')",1,6439,0.000155304
J. William,USA,1,"('J. William', 'USA')",1,6439,0.000155304
Chung-wen,USA,1,"('Chung-wen', 'USA')",1,6439,0.000155304
Hsiu-Huei,USA,1,"('Hsiu-Huei', 'USA')",1,6439,0.000155304
Shalini,USA,1,"('Shalini', 'USA')",1,6439,0.000155304
Tae Wan,USA,1,"('Tae Wan', 'USA')",1,6439,0.000155304
Brooke Fisher,USA,3,"('Brooke Fisher', 'USA')",1,6439,0.001397733
Duli,USA,3,"('Duli', 'USA')",1,6439,0.001397733
Khairul,USA,3,"('Khairul', 'USA')",1,6439,0.001397733
Julan,USA,2,"('Julan', 'USA')",2,6439,0.000310607
Erin,USA,1,"('Erin', 'USA')",1,6439,0.000155304
Danny,USA,2,"('Danny', 'USA')",1,6439,0.000621214
Juliana Guedes,USA,1,"('Juliana Guedes', 'USA')",1,6439,0.000155304
Liming,USA,1,"('Liming', 'USA')",1,6439,0.000155304
Santiago,USA,1,"('Santiago', 'USA')",1,6439,0.000155304
Sally,USA,1,"('Sally', 'USA')",3,6439,5.18E-05
JoAndrea,USA,2,"('JoAndrea', 'USA')",1,6439,0.000621214
Devon,USA,1,"('Devon', 'USA')",1,6439,0.000155304
Anne Leonore,USA,2,"('Anne Leonore', 'USA')",1,6439,0.000621214
Chris Reinders,USA,2,"('Chris Reinders', 'USA')",1,6439,0.000621214
Elke Hindina,USA,2,"('Elke Hindina', 'USA')",1,6439,0.000621214
Malouke Esra,USA,2,"('Malouke Esra', 'USA')",1,6439,0.000621214
Emmeke Barbara,USA,2,"('Emmeke Barbara', 'USA')",1,6439,0.000621214
Gabriela,USA,2,"('Gabriela', 'USA')",1,6439,0.000621214
Monique,USA,4,"('Monique', 'USA')",2,6439,0.001242429
Sijing,USA,4,"('Sijing', 'USA')",1,6439,0.002484858
Theresa,USA,1,"('Theresa', 'USA')",1,6439,0.000155304
Gloria Xiaocheng,USA,1,"('Gloria Xiaocheng', 'USA')",1,6439,0.000155304
Paraskevas,USA,1,"('Paraskevas', 'USA')",1,6439,0.000155304
Ayn,USA,1,"('Ayn', 'USA')",1,6439,0.000155304
Leigh,USA,2,"('Leigh', 'USA')",1,6439,0.000621214
BaoWen,USA,1,"('BaoWen', 'USA')",1,6439,0.000155304
Oyku,USA,2,"('Oyku', 'USA')",1,6439,0.000621214
Kazakhstan,USA,1,"('Kazakhstan', 'USA')",2,6439,7.77E-05
Luke,USA,1,"('Luke', 'USA')",1,6439,0.000155304
Deborah,USA,1,"('Deborah', 'USA')",1,6439,0.000155304
Aimin,USA,2,"('Aimin', 'USA')",1,6439,0.000621214
Premilla,USA,2,"('Premilla', 'USA')",3,6439,0.000207071
Hojae,USA,1,"('Hojae', 'USA')",1,6439,0.000155304
Dinah,USA,2,"('Dinah', 'USA')",1,6439,0.000621214
USA,Ukraine,4,"('USA', 'Ukraine')",6439,2,0.001242429
USA,William,1,"('USA', 'William')",6439,1,0.000155304
USA,Wendy,1,"('USA', 'Wendy')",6439,3,5.18E-05
UK,Wendy,2,"('UK', 'Wendy')",1449,3,0.000920175
Australia,Wendy,2,"('Australia', 'Wendy')",853,3,0.001563111
Rachel,Wendy,1,"('Rachel', 'Wendy')",6,3,0.055555556
Petra,Wendy,1,"('Petra', 'Wendy')",1,3,0.333333333
USA,Walton,1,"('USA', 'Walton')",6439,1,0.000155304
USA,Vietnam,26,"('USA', 'Vietnam')",6439,16,0.006561578
UK,Vietnam,4,"('UK', 'Vietnam')",1449,16,0.000690131
Denmark,Vietnam,2,"('Denmark', 'Vietnam')",127,16,0.001968504
Australia,Vietnam,12,"('Australia', 'Vietnam')",853,16,0.010550996
Peoples R China,Vietnam,8,"('Peoples R China', 'Vietnam')",994,16,0.004024145
Israel,Vietnam,2,"('Israel', 'Vietnam')",57,16,0.004385965
Canada,Vietnam,7,"('Canada', 'Vietnam')",1030,16,0.002973301
Switzerland,Vietnam,2,"('Switzerland', 'Vietnam')",169,16,0.00147929
Brazil,Vietnam,4,"('Brazil', 'Vietnam')",71,16,0.014084507
Spain,Vietnam,2,"('Spain', 'Vietnam')",535,16,0.00046729
Netherlands,Vietnam,4,"('Netherlands', 'Vietnam')",475,16,0.002105263
Mexico,Vietnam,2,"('Mexico', 'Vietnam')",46,16,0.005434783
Germany,Vietnam,1,"('Germany', 'Vietnam')",428,16,0.000146028
Finland,Vietnam,2,"('Finland', 'Vietnam')",163,16,0.001533742
Taiwan,Vietnam,4,"('Taiwan', 'Vietnam')",211,16,0.004739336
Portugal,Vietnam,3,"('Portugal', 'Vietnam')",114,16,0.004934211
Malaysia,Vietnam,3,"('Malaysia', 'Vietnam')",46,16,0.012228261
Singapore,Vietnam,4,"('Singapore', 'Vietnam')",85,16,0.011764706
France,Vietnam,4,"('France', 'Vietnam')",593,16,0.001686341
Italy,Vietnam,2,"('Italy', 'Vietnam')",219,16,0.001141553
Croatia,Vietnam,2,"('Croatia', 'Vietnam')",6,16,0.041666667
South Korea,Vietnam,2,"('South Korea', 'Vietnam')",165,16,0.001515152
Japan,Vietnam,1,"('Japan', 'Vietnam')",24,16,0.002604167
New Zealand,Vietnam,5,"('New Zealand', 'Vietnam')",146,16,0.010702055
Austria,Vietnam,2,"('Austria', 'Vietnam')",58,16,0.004310345
Estonia,Vietnam,2,"('Estonia', 'Vietnam')",13,16,0.019230769
Indonesia,Vietnam,1,"('Indonesia', 'Vietnam')",20,16,0.003125
Pakistan,Vietnam,3,"('Pakistan', 'Vietnam')",47,16,0.011968085
Colombia,Vietnam,2,"('Colombia', 'Vietnam')",17,16,0.014705882
Slovenia,Vietnam,2,"('Slovenia', 'Vietnam')",31,16,0.008064516
Lithuania,Vietnam,2,"('Lithuania', 'Vietnam')",10,16,0.025
Paulina Man Kei,Vietnam,1,"('Paulina Man Kei', 'Vietnam')",1,16,0.0625
Fidel,Vietnam,1,"('Fidel', 'Vietnam')",1,16,0.0625
Sri Lanka,Vietnam,1,"('Sri Lanka', 'Vietnam')",1,16,0.0625
Vietnam,Vietnam,4,"('Vietnam', 'Vietnam')",16,16,0.0625
USA,Ying-Tzu,1,"('USA', 'Ying-Tzu')",6439,1,0.000155304
Taiwan,Ying-Tzu,1,"('Taiwan', 'Ying-Tzu')",211,1,0.004739336
Hsien Chun,Ying-Tzu,1,"('Hsien Chun', 'Ying-Tzu')",1,1,1
I-Heng,Ying-Tzu,1,"('I-Heng', 'Ying-Tzu')",1,1,1
Amber Y-P,Ying-Tzu,1,"('Amber Y-P', 'Ying-Tzu')",1,1,1
USA,Yongtao,1,"('USA', 'Yongtao')",6439,1,0.000155304
USA,Weihui,1,"('USA', 'Weihui')",6439,1,0.000155304
Peoples R China,Weihui,1,"('Peoples R China', 'Weihui')",994,1,0.001006036
USA,Won Yong,1,"('USA', 'Won Yong')",6439,1,0.000155304
USA,Young Kyun,2,"('USA', 'Young Kyun')",6439,4,0.000155304
Canada,Young Kyun,1,"('Canada', 'Young Kyun')",1030,4,0.000242718
South Korea,Young Kyun,3,"('South Korea', 'Young Kyun')",165,4,0.013636364
Won Yong,Young Kyun,1,"('Won Yong', 'Young Kyun')",1,4,0.25
Jee Hyun,Young Kyun,1,"('Jee Hyun', 'Young Kyun')",1,4,0.25
Changsu,Young Kyun,1,"('Changsu', 'Young Kyun')",1,4,0.25
Jong-Hun,Young Kyun,1,"('Jong-Hun', 'Young Kyun')",1,4,0.25
Dong-Hyun,Young Kyun,1,"('Dong-Hyun', 'Young Kyun')",1,4,0.25
Gyeonghwan,Young Kyun,1,"('Gyeonghwan', 'Young Kyun')",1,4,0.25
USA,Yongtae,1,"('USA', 'Yongtae')",6439,1,0.000155304
USA,Zhanna,3,"('USA', 'Zhanna')",6439,1,0.001397733
Lauren,Zhanna,1,"('Lauren', 'Zhanna')",1,1,1
USA,Will,2,"('USA', 'Will')",6439,1,0.000621214
USA,Uganda,2,"('USA', 'Uganda')",6439,2,0.000310607
Uganda,Uganda,1,"('Uganda', 'Uganda')",2,2,0.25
USA,Yuan,1,"('USA', 'Yuan')",6439,5,3.11E-05
Australia,Yuan,2,"('Australia', 'Yuan')",853,5,0.000937866
Peoples R China,Yuan,8,"('Peoples R China', 'Yuan')",994,5,0.012877264
Canada,Yuan,1,"('Canada', 'Yuan')",1030,5,0.000194175
Singapore,Yuan,1,"('Singapore', 'Yuan')",85,5,0.002352941
ChungMing,Yuan,1,"('ChungMing', 'Yuan')",1,5,0.2
Yuan,Yuan,1,"('Yuan', 'Yuan')",5,5,0.04
USA,Wei,2,"('USA', 'Wei')",6439,2,0.000310607
France,Wei,4,"('France', 'Wei')",593,2,0.013490725
USA,Yuhui,1,"('USA', 'Yuhui')",6439,1,0.000155304
UK,Yuhui,1,"('UK', 'Yuhui')",1449,1,0.000690131
Peoples R China,Yuhui,2,"('Peoples R China', 'Yuhui')",994,1,0.004024145
Ireland,Yuhui,1,"('Ireland', 'Yuhui')",73,1,0.01369863
USA,Xiaotao Kelvin,2,"('USA', 'Xiaotao Kelvin')",6439,1,0.000621214
USA,Yotam,4,"('USA', 'Yotam')",6439,1,0.002484858
Israel,Yotam,2,"('Israel', 'Yotam')",57,1,0.070175439
Tim,Yotam,1,"('Tim', 'Yotam')",4,1,0.25
Daniel,Yotam,1,"('Daniel', 'Yotam')",9,1,0.111111111
James,Yotam,1,"('James', 'Yotam')",10,1,0.1
Emma,Yotam,1,"('Emma', 'Yotam')",2,1,0.5
USA,Young-Ryeol,1,"('USA', 'Young-Ryeol')",6439,1,0.000155304
South Korea,Young-Ryeol,1,"('South Korea', 'Young-Ryeol')",165,1,0.006060606
Soonkyoo,Young-Ryeol,1,"('Soonkyoo', 'Young-Ryeol')",1,1,1
USA,Zhefeng Frank,2,"('USA', 'Zhefeng Frank')",6439,1,0.000621214
Canada,Zhefeng Frank,1,"('Canada', 'Zhefeng Frank')",1030,1,0.000970874
Jingyu,Zhefeng Frank,1,"('Jingyu', 'Zhefeng Frank')",2,1,0.5
USA,Ying,2,"('USA', 'Ying')",6439,3,0.000207071
Denmark,Ying,1,"('Denmark', 'Ying')",127,3,0.002624672
Australia,Ying,1,"('Australia', 'Ying')",853,3,0.000390778
Peoples R China,Ying,2,"('Peoples R China', 'Ying')",994,3,0.001341382
New Zealand,Ying,1,"('New Zealand', 'Ying')",146,3,0.002283105
George,Ying,1,"('George', 'Ying')",6,3,0.055555556
Shufeng,Ying,1,"('Shufeng', 'Ying')",1,3,0.333333333
USA,Zhihua,1,"('USA', 'Zhihua')",6439,1,0.000155304
Peoples R China,Zhihua,1,"('Peoples R China', 'Zhihua')",994,1,0.001006036
Feng,Zhihua,1,"('Feng', 'Zhihua')",1,1,1
USA,Victoria,13,"('USA', 'Victoria')",6439,3,0.008748771
Scott,Victoria,1,"('Scott', 'Victoria')",2,3,0.166666667
Lifeng,Victoria,4,"('Lifeng', 'Victoria')",2,3,2.666666667
Victoria,Victoria,1,"('Victoria', 'Victoria')",3,3,0.111111111
USA,Vivien Kim Geok,6,"('USA', 'Vivien Kim Geok')",6439,1,0.00559093
Peoples R China,Vivien Kim Geok,3,"('Peoples R China', 'Vivien Kim Geok')",994,1,0.009054326
Canada,Vivien Kim Geok,1,"('Canada', 'Vivien Kim Geok')",1030,1,0.000970874
South Africa,Vivien Kim Geok,1,"('South Africa', 'Vivien Kim Geok')",84,1,0.011904762
Brazil,Vivien Kim Geok,1,"('Brazil', 'Vivien Kim Geok')",71,1,0.014084507
Oman,Vivien Kim Geok,1,"('Oman', 'Vivien Kim Geok')",5,1,0.2
Belgium,Vivien Kim Geok,1,"('Belgium', 'Vivien Kim Geok')",208,1,0.004807692
Spain,Vivien Kim Geok,1,"('Spain', 'Vivien Kim Geok')",535,1,0.001869159
Russia,Vivien Kim Geok,1,"('Russia', 'Vivien Kim Geok')",20,1,0.05
Mexico,Vivien Kim Geok,2,"('Mexico', 'Vivien Kim Geok')",46,1,0.086956522
Thailand,Vivien Kim Geok,1,"('Thailand', 'Vivien Kim Geok')",17,1,0.058823529
Taiwan,Vivien Kim Geok,2,"('Taiwan', 'Vivien Kim Geok')",211,1,0.018957346
Portugal,Vivien Kim Geok,2,"('Portugal', 'Vivien Kim Geok')",114,1,0.035087719
Malaysia,Vivien Kim Geok,1,"('Malaysia', 'Vivien Kim Geok')",46,1,0.02173913
Singapore,Vivien Kim Geok,1,"('Singapore', 'Vivien Kim Geok')",85,1,0.011764706
France,Vivien Kim Geok,1,"('France', 'Vivien Kim Geok')",593,1,0.001686341
Italy,Vivien Kim Geok,1,"('Italy', 'Vivien Kim Geok')",219,1,0.00456621
South Korea,Vivien Kim Geok,1,"('South Korea', 'Vivien Kim Geok')",165,1,0.006060606
Turkey,Vivien Kim Geok,2,"('Turkey', 'Vivien Kim Geok')",91,1,0.043956044
Nigeria,Vivien Kim Geok,1,"('Nigeria', 'Vivien Kim Geok')",16,1,0.0625
Egypt,Vivien Kim Geok,1,"('Egypt', 'Vivien Kim Geok')",21,1,0.047619048
Hungary,Vivien Kim Geok,1,"('Hungary', 'Vivien Kim Geok')",9,1,0.111111111
North Macedonia,Vivien Kim Geok,1,"('North Macedonia', 'Vivien Kim Geok')",6,1,0.166666667
Slovenia,Vivien Kim Geok,1,"('Slovenia', 'Vivien Kim Geok')",31,1,0.032258065
Jingqiu,Vivien Kim Geok,1,"('Jingqiu', 'Vivien Kim Geok')",4,1,0.25
Romania,Vivien Kim Geok,1,"('Romania', 'Vivien Kim Geok')",8,1,0.125
Toto,Vivien Kim Geok,1,"('Toto', 'Vivien Kim Geok')",2,1,0.5
Brigitte,Vivien Kim Geok,1,"('Brigitte', 'Vivien Kim Geok')",3,1,0.333333333
Abdulgawi Salim,Vivien Kim Geok,1,"('Abdulgawi Salim', 'Vivien Kim Geok')",2,1,0.5
Malta,Vivien Kim Geok,1,"('Malta', 'Vivien Kim Geok')",2,1,0.5
Luigina,Vivien Kim Geok,1,"('Luigina', 'Vivien Kim Geok')",2,1,0.5
Jian,Vivien Kim Geok,1,"('Jian', 'Vivien Kim Geok')",4,1,0.25
Marko,Vivien Kim Geok,1,"('Marko', 'Vivien Kim Geok')",2,1,0.5
USA,Zaili,2,"('USA', 'Zaili')",6439,1,0.000621214
UK,Zaili,2,"('UK', 'Zaili')",1449,1,0.002760524
Peoples R China,Zaili,1,"('Peoples R China', 'Zaili')",994,1,0.001006036
Canada,Zaili,2,"('Canada', 'Zaili')",1030,1,0.003883495
South Korea,Zaili,1,"('South Korea', 'Zaili')",165,1,0.006060606
Tianni,Zaili,1,"('Tianni', 'Zaili')",1,1,1
USA,Wang,1,"('USA', 'Wang')",6439,1,0.000155304
Peoples R China,Wang,1,"('Peoples R China', 'Wang')",994,1,0.001006036
Canada,Wang,1,"('Canada', 'Wang')",1030,1,0.000970874
USA,Xinmei,1,"('USA', 'Xinmei')",6439,2,7.77E-05
Peoples R China,Xinmei,4,"('Peoples R China', 'Xinmei')",994,2,0.00804829
Wanxian,Xinmei,1,"('Wanxian', 'Xinmei')",1,2,0.5
USA,Zed,2,"('USA', 'Zed')",6439,1,0.000621214
Canada,Zed,1,"('Canada', 'Zed')",1030,1,0.000970874
Yi-Pin,Zed,1,"('Yi-Pin', 'Zed')",1,1,1
USA,Yi-Pin,2,"('USA', 'Yi-Pin')",6439,1,0.000621214
Canada,Yi-Pin,1,"('Canada', 'Yi-Pin')",1030,1,0.000970874
USA,Xiaoming,2,"('USA', 'Xiaoming')",6439,2,0.000310607
UK,Xiaoming,1,"('UK', 'Xiaoming')",1449,2,0.000345066
Peoples R China,Xiaoming,4,"('Peoples R China', 'Xiaoming')",994,2,0.00804829
USA,Wided,1,"('USA', 'Wided')",6439,1,0.000155304
Lebanon,Wided,1,"('Lebanon', 'Wided')",39,1,0.025641026
USA,Yany,2,"('USA', 'Yany')",6439,1,0.000621214
Australia,Yany,1,"('Australia', 'Yany')",853,1,0.001172333
Canada,Yany,1,"('Canada', 'Yany')",1030,1,0.000970874
Renaud,Yany,1,"('Renaud', 'Yany')",1,1,1
USA,Xiaohong,2,"('USA', 'Xiaohong')",6439,2,0.000310607
UK,Xiaohong,1,"('UK', 'Xiaohong')",1449,2,0.000345066
Peoples R China,Xiaohong,3,"('Peoples R China', 'Xiaohong')",994,2,0.004527163
Shenggang,Xiaohong,1,"('Shenggang', 'Xiaohong')",2,2,0.25
USA,Vikram,2,"('USA', 'Vikram')",6439,1,0.000621214
USA,Yiwei,2,"('USA', 'Yiwei')",6439,1,0.000621214
USA,Yanju,1,"('USA', 'Yanju')",6439,1,0.000155304
Peoples R China,Yanju,1,"('Peoples R China', 'Yanju')",994,1,0.001006036
Xiaohong,Yanju,1,"('Xiaohong', 'Yanju')",2,1,0.5
USA,Weiling,1,"('USA', 'Weiling')",6439,1,0.000155304
Peoples R China,Weiling,2,"('Peoples R China', 'Weiling')",994,1,0.004024145
Singapore,Weiling,1,"('Singapore', 'Weiling')",85,1,0.011764706
USA,Ziliang,1,"('USA', 'Ziliang')",6439,1,0.000155304
Peoples R China,Ziliang,2,"('Peoples R China', 'Ziliang')",994,1,0.004024145
USA,Wanda,3,"('USA', 'Wanda')",6439,1,0.001397733
USA,Zulfiquer Ali,1,"('USA', 'Zulfiquer Ali')",6439,1,0.000155304
Peoples R China,Zulfiquer Ali,1,"('Peoples R China', 'Zulfiquer Ali')",994,1,0.001006036
Canada,Zulfiquer Ali,1,"('Canada', 'Zulfiquer Ali')",1030,1,0.000970874
Bangladesh,Zulfiquer Ali,1,"('Bangladesh', 'Zulfiquer Ali')",3,1,0.333333333
USA,Xiangmin,2,"('USA', 'Xiangmin')",6439,1,0.000621214
Peoples R China,Xiangmin,1,"('Peoples R China', 'Xiangmin')",994,1,0.001006036
USA,Yan,3,"('USA', 'Yan')",6439,2,0.000698866
Peoples R China,Yan,3,"('Peoples R China', 'Yan')",994,2,0.004527163
USA,Wenrui,1,"('USA', 'Wenrui')",6439,1,0.000155304
Belgium,Wenrui,1,"('Belgium', 'Wenrui')",208,1,0.004807692
Netherlands,Wenrui,1,"('Netherlands', 'Wenrui')",475,1,0.002105263
USA,WenChi,1,"('USA', 'WenChi')",6439,1,0.000155304
Peoples R China,WenChi,1,"('Peoples R China', 'WenChi')",994,1,0.001006036
BaoWen,WenChi,1,"('BaoWen', 'WenChi')",1,1,1
USA,Yonghong,3,"('USA', 'Yonghong')",6439,1,0.001397733
UK,UK,489,"('UK', 'UK')",1449,1449,0.113888782
AUSTRALIA,UK,2,"('AUSTRALIA', 'UK')",10,1449,0.000276052
Denmark,UK,26,"('Denmark', 'UK')",127,1449,0.003673454
Australia,UK,111,"('Australia', 'UK')",853,1449,0.009968471
Saudi Arabia,UK,7,"('Saudi Arabia', 'UK')",19,1449,0.001779812
Peoples R China,UK,95,"('Peoples R China', 'UK')",994,1449,0.00626603
Israel,UK,6,"('Israel', 'UK')",57,1449,0.000435872
Canada,UK,105,"('Canada', 'UK')",1030,1449,0.007387083
Switzerland,UK,16,"('Switzerland', 'UK')",169,1449,0.001045406
South Africa,UK,14,"('South Africa', 'UK')",84,1449,0.001610306
Norway,UK,13,"('Norway', 'UK')",107,1449,0.00109002
Brazil,UK,17,"('Brazil', 'UK')",71,1449,0.002809125
Oman,UK,1,"('Oman', 'UK')",5,1449,0.000138026
Belgium,UK,38,"('Belgium', 'UK')",208,1449,0.004791103
Spain,UK,45,"('Spain', 'UK')",535,1449,0.002612179
Ireland,UK,38,"('Ireland', 'UK')",73,1449,0.013651361
Netherlands,UK,76,"('Netherlands', 'UK')",475,1449,0.008391994
Russia,UK,3,"('Russia', 'UK')",20,1449,0.000310559
Mexico,UK,5,"('Mexico', 'UK')",46,1449,0.000375071
Thailand,UK,3,"('Thailand', 'UK')",17,1449,0.000365364
Germany,UK,54,"('Germany', 'UK')",428,1449,0.004701921
Finland,UK,13,"('Finland', 'UK')",163,1449,0.000715535
Bosnia & Herceg,UK,4,"('Bosnia & Herceg', 'UK')",3,1449,0.003680699
Taiwan,UK,5,"('Taiwan', 'UK')",211,1449,8.18E-05
India,UK,7,"('India', 'UK')",122,1449,0.000277184
Portugal,UK,6,"('Portugal', 'UK')",114,1449,0.000217936
Malaysia,UK,12,"('Malaysia', 'UK')",46,1449,0.00216041
Singapore,UK,20,"('Singapore', 'UK')",85,1449,0.003247676
Chile,UK,1,"('Chile', 'UK')",12,1449,5.75E-05
France,UK,98,"('France', 'UK')",593,1449,0.011177098
Costa Rica,UK,1,"('Costa Rica', 'UK')",9,1449,7.67E-05
Italy,UK,39,"('Italy', 'UK')",219,1449,0.004793102
DENMARK,UK,2,"('DENMARK', 'UK')",1,1449,0.002760524
Croatia,UK,1,"('Croatia', 'UK')",6,1449,0.000115022
South Korea,UK,20,"('South Korea', 'UK')",165,1449,0.001673045
Japan,UK,2,"('Japan', 'UK')",24,1449,0.000115022
Turkey,UK,4,"('Turkey', 'UK')",91,1449,0.000121342
New Zealand,UK,15,"('New Zealand', 'UK')",146,1449,0.001063558
U Arab Emirates,UK,15,"('U Arab Emirates', 'UK')",37,1449,0.004196743
Austria,UK,9,"('Austria', 'UK')",58,1449,0.000963804
Argentina,UK,1,"('Argentina', 'UK')",12,1449,5.75E-05
Estonia,UK,2,"('Estonia', 'UK')",13,1449,0.000212348
Sweden,UK,18,"('Sweden', 'UK')",119,1449,0.001879012
Nigeria,UK,19,"('Nigeria', 'UK')",16,1449,0.015571084
David,UK,13,"('David', 'UK')",29,1449,0.004021799
Jon,UK,1,"('Jon', 'UK')",1,1449,0.000690131
Nathalie,UK,1,"('Nathalie', 'UK')",1,1449,0.000690131
Christopher,UK,4,"('Christopher', 'UK')",5,1449,0.00220842
Alex,UK,4,"('Alex', 'UK')",4,1449,0.002760524
Ian,UK,2,"('Ian', 'UK')",3,1449,0.000920175
Harvinder,UK,1,"('Harvinder', 'UK')",1,1449,0.000690131
Monder,UK,1,"('Monder', 'UK')",1,1449,0.000690131
Jordan,UK,4,"('Jordan', 'UK')",9,1449,0.0012269
Sandra,UK,3,"('Sandra', 'UK')",5,1449,0.001242236
Robert,UK,2,"('Robert', 'UK')",13,1449,0.000212348
John,UK,2,"('John', 'UK')",10,1449,0.000276052
Maria del Mar Garcia,UK,2,"('Maria del Mar Garcia', 'UK')",2,1449,0.001380262
Bruce,UK,2,"('Bruce', 'UK')",3,1449,0.000920175
Nelarine,UK,5,"('Nelarine', 'UK')",2,1449,0.008626639
Maria,UK,1,"('Maria', 'UK')",15,1449,4.60E-05
Paul,UK,1,"('Paul', 'UK')",6,1449,0.000115022
Cyprus,UK,15,"('Cyprus', 'UK')",14,1449,0.011091393
Silke,UK,1,"('Silke', 'UK')",1,1449,0.000690131
Lilian Soares,UK,1,"('Lilian Soares', 'UK')",1,1449,0.000690131
Egypt,UK,21,"('Egypt', 'UK')",21,1449,0.014492754
Nick,UK,4,"('Nick', 'UK')",6,1449,0.00184035
Kevin,UK,3,"('Kevin', 'UK')",6,1449,0.001035197
Greece,UK,14,"('Greece', 'UK')",29,1449,0.004664334
Indonesia,UK,9,"('Indonesia', 'UK')",20,1449,0.002795031
